,fighter_name,win_loss,avg_str
1570,Rich Attonito,0.75,30.25
1571,Stephan Bonnar,0.5714,31.9286
1572,Tom Lawlor,0.6,31.4
1573,Aaron Rosa,0.5,73.0
1574,John Maguire,0.5,27.0
1575,Rob Broughton,0.5,67.0
1576,Michihiro Omigawa,0.1667,31.75
1577,Chris Cope,0.5,66.0
1578,Mirko Cro Cop,0.4,21.5
1579,Tyson Griffin,0.6154,53.2222
1580,Brandon Vera,0.5333,30.8
1581,Steve Cantwell,0.2,40.6
1582,Shane Roller,0.4,26.0
1583,Matt Hughes,0.75,23.2727
1584,Junior Assuncao,0.5,25.0
1585,Alan Belcher,0.6429,26.5455
1586,Clay Harvison,0.5,57.0
1587,Dennis Hallman,0.375,10.6667
1588,Jeff Hougland,0.5,61.0
1589,Christian Morecraft,0.3333,36.0
1590,Joe Stevenson,0.5333,20.1538
1591,Daniel Roberts,0.5,19.8418
1592,Shane Carwin,0.8,22.2
1593,Kenny Florian,0.75,25.875
1594,Dave Herman,0.25,55.0
1595,Vagner Rocha,0.3333,46.0
1596,Jesse Bongfeldt,0.0,53.0
1597,Chuck O'Neil,,21.1528
1598,Danny Downes,0.0,32.0
1599,Ryan McGillivray,,21.1528
1600,Kendall Grove,0.5833,20.8889
1601,Cole Escovedo,0.0,29.0
1602,Jon Madsen,1.0,31.6667
1603,Sean McCorkle,0.5,19.8418
1604,Mario Miranda,0.3333,29.0
1605,Waylon Lowe,0.6667,19.8418
1606,Ricardo Almeida,0.6,20.7
1607,Kurt Pellegrino,0.6364,23.3636
1608,Rob Kimmons,0.5,15.5
1609,Tom Blackledge,,21.1528
1610,Maciej Jewtuszko,,21.1528
1611,Paul Taylor,0.375,57.25
1612,Phil Baroni,0.3333,26.8889
1613,Joe Doerksen,0.25,15.1429
1614,Pat Audinwood,0.0,19.8418
1615,Ian Loveland,0.5,44.5
1616,Sako Chivitchian,,21.1528
1617,Fredson Paixao,,21.1528
1618,Gerald Harris,1.0,21.0
1619,Karo Parisyan,0.6667,31.0833
1620,Mike Lullo,0.0,21.1528
1621,Paul Kelly,0.625,39.1667
1622,Seth Petruzelli,0.0,21.0
1623,Kris McCray,0.0,19.8418
1624,Mike Guymon,0.3333,32.5
1625,James Wilks,0.6667,24.6667
1626,Spencer Fisher,0.5625,37.9333
1627,James McSweeney,0.5,58.0
1628,Matt Serra,0.5385,16.0769
1629,Sean Sherk,0.6364,34.2727
1630,Steve Lopez,0.0,6.0
1631,Tomasz Drwal,0.6,28.75
1632,Brian Foster,0.5,14.0
1633,Randy Couture,0.6957,34.7727
1634,Andre Winner,0.4,40.3333
1635,Nick Osipczak,0.5,30.0
1636,Dustin Hazelett,0.5556,14.375
1637,Rodney Wallace,0.0,24.5
1638,Todd Brown,0.0,28.0
1639,James Irvin,0.4444,5.3333
1640,Chris Lytle,0.4737,37.0556
1641,Forrest Petz,0.3333,32.4
1642,Keith Jardine,0.5,39.4167
1643,Jamie Yager,,21.1528
1644,John Gunderson,0.5,16.0
1645,Josh Bryant,,21.1528
1646,Chuck Liddell,0.7273,27.0
1647,David Loiseau,0.5,20.5
1648,Jason Brilz,0.5,41.25
1649,Jesse Forbes,0.0,20.5
1650,Kevin Ferguson,1.0,27.0
1651,Marcus Davis,0.6429,24.2143
1652,Yoshiyuki Yoshida,0.5,2.75
1653,Nate Quarry,0.7778,31.0
1654,Rob Emerson,0.5,26.8333
1655,Caol Uno,0.3333,28.8889
1656,Eliot Marshall,0.6,27.0
1657,Eric Schafer,0.375,17.2857
1658,Kai Asakura,,0.0
1659,Lukasz Brzeski,0.3333,4.9
1660,Gabriella Fernandes,0.3333,3.73
1661,Ozzy Diaz,0.0,2.21
1662,SuYoung You,1.0,2.11
1663,DongHun Choi,1.0,4.54
1664,Feng Xiaocan,1.0,5.43
1665,Jose Ochoa,,3.33
1666,Quang Le,0.0,3.02
1667,Roberto Romero,,4.93
1668,Carlos Prates,1.0,4.71
1669,Reinier de Ridder,,3.24
1670,Cortavious Romious,0.5,2.1
1671,Zachary Scroggin,,2.4
1672,Antonio Trocoli,0.0,1.29
1673,Klaudia Sygula,,1.89
1674,Brendson Ribeiro,0.3333,3.16
1675,Garrett Armfield,0.5,5.59
1676,Aleksandar Rakic,0.6667,75.0
1677,Rafael Cerqueira,,1.18
1678,Myktybek Orolbai,1.0,3.42
1679,Victor Hugo,1.0,3.46
1680,Carlos Leal,,7.13
1681,Sumudaerji,0.5,4.72
1682,Cameron Smotherman,0.0,6.25
1683,Jean Matsumoto,1.0,5.2
1684,Alice Ardelean,0.0,4.97
1685,Ramazan Temirov,,8.12
1686,Sean Sharaf,,7.31
1687,Cody Haddon,1.0,9.2
1688,Lucas Rocha,1.0,2.0
1689,Kayla Harrison,1.0,7.52
1690,Ihor Potieria,0.4286,5.13
1691,Tecia Pennington,0.5625,4.82
1692,Gabriel Miranda,0.5,3.52
1693,Ivan Erslan,,2.6
1694,Daria Zhelezniakova,1.0,3.8
1695,Ketlen Souza,0.5,5.11
1696,Yanal Ashmouz,0.5,3.08
1697,Chris Padilla,1.0,5.8
1698,Brendon Marotte,0.0,3.0
1699,Andre Lima,1.0,3.75
1700,Gabriel Santos,0.0,4.69
1701,Nathan Fletcher,,2.25
1702,Ryan Loder,,6.16
1703,Mairon Santos,,4.77
1704,Jose Daniel Medina,0.0,1.87
1705,Chepe Mariscal,1.0,4.75
1706,Nikolay Veretennikov,0.0,3.4
1707,Chelsea Chandler,0.6667,3.53
1708,Talita Alencar,1.0,2.49
1709,Jordan Vucenic,,2.27
1710,Sam Hughes,0.375,4.33
1711,Rolando Bedoya,0.0,7.29
1712,Caolan Loughran,0.5,5.64
1713,Kiefer Crosbie,0.0,6.27
1714,Kaynan Kruschewsky,0.5,5.67
1715,Hyder Amil,1.0,6.31
1716,Jean Silva,1.0,5.37
1717,Fatima Kline,,2.6
1718,Darrius Flowers,0.3333,3.07
1719,Michael Page,1.0,2.38
1720,Yanis Ghemmouri,0.0,2.29
1721,Felipe Lima,,3.29
1722,Muin Gafurov,0.0,3.03
1723,ChangHo Lee,1.0,4.9
1724,Lucas Almeida,0.25,4.94
1725,Jose Johnson,0.5,2.22
1726,Adam Fugitt,0.3333,4.72
1727,Jesse Butler,0.0,2.02
1728,Daniel Marcos,1.0,5.94
1729,Puja Tomar,,6.33
1730,Vinicius Salvador,0.3333,5.48
1731,Tuco Tokkos,0.0,3.26
1732,Melissa Gatto,0.5,7.0
1733,Trey Waters,0.5,6.43
1734,Ernesta Kareckaite,1.0,7.9
1735,Kevin Borjas,0.5,4.92
1736,Bogdan Guskov,0.5,3.13
1737,Michal Figlak,0.0,4.0
1738,Charlie Campbell,0.5,5.55
1739,Rhys McKee,0.0,4.8
1740,Connor Matthews,0.5,5.3
1741,Anton Turkalj,0.25,2.45
1742,Luis Pajuelo,1.0,6.03
1743,Steven Nguyen,0.6667,7.15
1744,Danny Silva,1.0,8.3
1745,Mitch Ramirez,0.0,2.37
1746,Bekzat Almakhan,,0.2
1747,Benardo Sopaj,,3.06
1748,AJ Cunningham,0.0,7.66
1749,Francisco Prado,0.5,4.58
1750,Mateus Mendonca,0.3333,1.66
1751,Denys Bondar,0.0,4.59
1752,Carlos Vera,,0.8
1753,Val Woodburn,0.0,1.6
1754,Pete Rodriguez,0.5,10.37
1755,Blake Bilder,0.6667,3.81
1756,MarQuel Mederos,1.0,4.39
1757,Jamal Pogues,0.75,3.36
1758,Ramon Taveras,0.5,4.63
1759,Felipe Bunes,,5.25
1760,Nick Aguirre,0.0,0.73
1761,Lucas Alexander,0.5,5.23
1762,Rafael Estevam,1.0,2.94
1763,Montserrat Conejo Ruiz,0.3333,0.79
1764,Anshul Jubli,1.0,6.48
1765,Ravena Oliveira,,1.0
1766,Hannah Goldy,0.4,6.53
1767,Terrence Mitchell,0.0,2.21
1768,Manolo Zecchini,,2.34
1769,Taila Santos,0.6667,19.8418
1770,Jonny Parsons,1.0,4.65
1771,Genaro Valdez,0.3333,4.08
1772,Carl Deaton,0.0,1.53
1773,Maxim Grishin,0.5,3.26
1774,Nick Fiore,0.0,2.83
1775,Nurullo Aliev,1.0,2.5
1776,Khusein Askhabov,,2.0
1777,Juancamilo Ronderos,0.0,4.78
1778,Don Shainis,0.0,3.42
1779,Saidyokub Kakhramonov,1.0,2.46
1780,Jay Perrin,0.0,3.71
1781,Steven Koslow,,0.77
1782,Kevin Natividad,0.0,2.68
1783,Shanna Young,0.25,3.79
1784,Carlos Mota,,0.8
1785,Joshua Weems,0.0,5.25
1786,Gadzhi Omargadzhiev,0.5,1.8
1787,Cameron VanCamp,0.0,5.31
1788,Danyelle Wolf,1.0,2.37
1789,Harry Hunsucker,0.0,4.33
1790,Charlie Ontiveros,0.0,1.89
1791,Tony Kelley,0.6667,7.6
1792,Danny Chavez,0.5,2.93
1793,Zarrukh Adashev,0.3333,3.75
1794,Askar Mozharov,,0.43
1795,Alex Da Silva,0.3333,19.8418
1796,Felipe Colares,0.4,19.8418
1797,Tristan Connelly,0.5,4.27
1798,Sergey Khandozhko,0.5,19.8418
1799,Cameron Else,0.0,1.99
1800,TJ Laramie,0.5,3.2
1801,Brandon Jenkins,0.0,2.93
1802,Kevin Croom,0.0,2.65
1803,Bruno Souza,0.0,3.73
1804,Micheal Gillmore,0.0,2.35
1805,Mark Striegl,0.0,1.4
1806,Jesse Strader,0.0,7.12
1807,Fabio Cherant,0.0,2.01
1808,Danilo Marques,0.6667,1.81
1809,Leah Letson,1.0,19.8418
1810,John Allan,0.0,3.59
1811,Zviad Lazishvili,,4.2
1812,Gaetano Pirrello,0.0,0.99
1813,Martin Sano,,4.0
1814,Sarah Alpar,0.5,4.42
1815,Drako Rodriguez,0.5,3.37
1816,Anderson Dos Santos,0.3333,19.8418
1817,Jamey Simmons,0.0,0.79
1818,Montserrat Conejo,1.0,1.16
1819,Jerome Rivera,0.25,3.79
1820,Justin Jaynes,0.25,23.41
1821,Roque Martinez,0.0,3.28
1822,Lara Procopio,0.5,11.0
1823,Victor Rodriguez,0.0,1.59
1824,KB Bhullar,0.0,4.31
1825,Stefan Sekulic,0.0,19.8418
1826,Jarjis Danho,0.0,19.8418
1827,Ray Rodriguez,0.0,1.24
1828,Philip Rowe,1.0,8.18
1829,Peter Barrett,0.3333,7.27
1830,Rachael Ostovich,0.3333,21.5
1831,Eduardo Garagorri,0.5,19.8418
1832,Phillip Hawes,0.5,3.47
1833,Liliya Shakirova,,0.0
1834,Jeff Hughes,0.0,19.8418
1835,Austin Springer,,3.46
1836,Mizuki Inoue,1.0,6.2
1837,Alex Munoz,,4.07
1838,Ali Qaisi,,0.0
1839,Raphael Pessoa,0.5,2.4
1840,Chris Fishgold,0.3333,20.0
1841,Roman Bogatov,,0.0
1842,Zhalgas Zhamagulov,,0.0
1843,Brianna Van Buren,1.0,4.8
1844,Max Rohskopf,,0.0
1845,Klidson Abreu,0.3333,19.8418
1846,Saparbeg Safarov,0.3333,37.0
1847,Joshua Culibao,,0.0
1848,Kalinn Williams,,0.0
1849,Youssef Zalel,,0.0
1850,Luci Pudilova,0.3333,19.8418
1851,Ode Obsourne,,19.8418
1852,Omar Antonio Morales Ferrer,,19.8418
1853,Isabela De Pauda,,19.8418
1854,Rocco Martin,0.6154,19.8418
1855,Chance Rencountre,0.6667,19.8418
1856,Ben Askren,0.5,19.8418
1857,Thomas Gifford,0.0,19.8418
1858,Hector Aldana,0.0,39.0
1859,Danilo Belluardo,0.0,19.8418
1860,Nohelin Hernandez,0.0,1.32
1861,Carlos Huachin,0.0,19.8418
1862,Marcos Mariano,0.0,19.8418
1863,Derrick,0.0,2.07
1864,Jodie Esquibel,0.0,73.0
1865,Bobby Moffett,0.5,20.0
1866,Krzystof Jotko,0.6364,2.84
1867,Yoshinori Horie,,2.76
1868,Sarah Frota,0.0,19.8418
1869,Jin Soo Son,0.0,19.8418
1870,Sheymon Moraes,0.5,45.5
1871,Dan Moret,0.0,20.0
1872,Nina Ansaroff,0.6667,76.5
1873,Sung Bin Jo,,19.8418
1874,Duda Santana,,19.8418
1875,Derrick Krantz,,19.8418
1876,Jesus Pinedo,1.0,60.0
1877,Carlo Pedersoli,0.5,67.0
1878,Justin Frazier,,19.8418
1879,Michel Batista,,19.8418
1880,Darrell Horcher,0.3333,26.3333
1881,Ricky Rainey,0.0,19.8418
1882,Terrion Ware,0.0,77.6667
1883,Craig White,0.0,19.8418
1884,Tim Williams,0.0,19.8418
1885,Jose Torres,1.0,22.0
1886,Joe Giannetti,,19.8418
1887,Richie Smullen,,19.8418
1888,Allan Zuniga,,19.8418
1889,Melinda Fabian,0.0,49.0
1890,Felipe Silva,0.5,19.8418
1891,James Bochnovic,0.0,19.8418
1892,Dmitry Sosnovskiy,,19.8418
1893,Brian Camozzi,0.0,29.0
1894,Galore Bofando,1.0,19.8418
1895,Ryan Janes,0.3333,82.0
1896,Bharat Kandare,,19.8418
1897,Ashkan Mokhtarian,0.0,19.8418
1898,Michel Quinones,0.0,19.8418
1899,Marcel Fortuna,0.5,34.0
1900,Christian Colombo,0.0,76.0
1901,Chanmi Jeon,0.0,92.0
1902,Zu Anyanwu,,19.8418
1903,Abdul-Kerim Edilov,,19.8418
1904,Andrew Holbrook,0.5,20.0
1905,Jesse Taylor,0.0,4.0
1906,Nick Roehrick,,19.8418
1907,Tom Gallicchio,,19.8418
1908,Jimmy Wallhead,0.0,47.0
1909,Alex Nicholson,0.3333,38.6667
1910,Michael McBride,0.0,19.8418
1911,Cindy Dandois,,19.8418
1912,Rashid Magomedov,0.8,70.0
1913,Augusto Mendes,0.5,26.5
1914,Nathan Coy,0.5,24.0
1915,Mike de la Torre,0.3333,31.5
1916,Alessandro Ricci,0.0,28.0
1917,JC Cottrell,0.0,19.8418
1918,Fredy Serrano,0.6667,20.0
1919,Sean O'Connell,0.3333,63.3333
1920,Jonathan Meunier,0.0,19.8418
1921,Geane Herrera,0.3333,23.5
1922,Milana Dudieva,0.5,19.8418
1923,Heather Jo Clark,0.5,63.0
1924,Jason Novelli,0.0,19.8418
1925,Chris Avila,0.0,42.0
1926,Leonardo Augusto Leleco,0.0,64.0
1927,Joey Gomez,0.0,19.8418
1928,Cristina Stanciu,0.0,39.0
1929,Cody Pfister,0.3333,19.8418
1930,Enrique Marin,0.0,27.0
1931,Fernando Bruno,0.0,20.0
1932,Anton Zafir,0.0,19.8418
1933,Mehdi Baghdad,0.0,19.8418
1934,Dileno Lopes,0.0,46.0
1935,Jerrod Sanders,0.3333,19.8418
1936,Dominic Waters,0.0,19.8418
1937,Willie Gates,0.3333,22.0
1938,Rin Nakai,0.0,19.8418
1939,Martin Svensson,,19.8418
1940,Felipe Olivieri,,19.8418
1941,Tony Sims,0.5,19.8418
1942,Masanori Kanehara,0.5,32.0
1943,Marcin Wrzosek,,19.8418
1944,Konstantin Erokhin,0.0,19.8418
1945,Abner Lloveras,,19.8418
1946,Leo Kuntz,0.0,19.8418
1947,Steve Kennedy,0.0,19.8418
1948,Gasan Umalatov,0.3333,34.0
1949,Jon Delos Reyes,0.3333,19.8418
1950,Ericka Almeida,0.0,19.8418
1951,Roger Zapata,,19.8418
1952,Nazareno Malegarie,,19.8418
1953,Sirwan Kakai,1.0,52.0
1954,Roman Salazar,0.0,19.8418
1955,Hans Stringer,0.5,44.0
1956,Paul Redmond,0.0,19.8418
1957,Levan Makashvili,1.0,27.0
1958,Joe Merritt,,19.8418
1959,Lewis Gonzalez,,19.8418
1960,Antonio Dos Santos,0.0,37.0
1961,Leonardo Morales,0.0,33.0
1962,Lisa Ellis,0.0,19.8418
1963,Rocky Lee,,19.8418
1964,Justin Jones,0.0,28.0
1965,Shayna Baszler,0.0,19.8418
1966,Cain Carrizosa,0.0,19.8418
1967,Roger Narvaez,0.5,25.5
1968,Josh Copeland,0.0,20.0
1969,Alex Torres,,19.8418
1970,Josh Shockley,0.0,19.8418
1971,Rodrigo de Lima,0.0,19.8418
1972,Andy Enz,0.0,69.0
1973,Stanislav Nedkov,0.3333,28.6667
1974,Shane Howell,0.0,19.8418
1975,Mats Nilsson,0.0,25.0
1976,Mike Rhodes,0.0,51.0
1977,Garett Whiteley,0.0,25.5
1978,Matt Hobar,0.5,35.0
1979,Chris Heatherly,0.0,19.8418
1980,Humberto Brown,,19.8418
1981,Rodolfo Rubio,,19.8418
1982,Tim Gorman,0.0,19.8418
1983,Guto Inocente,0.0,19.8418
1984,Takenori Sato,0.0,19.8418
1985,Dashon Johnson,0.0,19.8418
1986,Jianping Yang,,19.8418
1987,Danny Mitchell,0.0,19.8418
1988,Jack May,0.0,19.8418
1989,Mike King,,19.8418
1990,Tina Lahdemaki,,19.8418
1991,Daniel Spohn,,19.8418
1992,Guilherme Vasconcelos,,19.8418
1993,Lance Benoist,0.3333,55.0
1994,Brian Houston,0.0,19.8418
1995,Shunichi Shimizu,,19.8418
1996,Will Chope,,19.8418
1997,Quinn Mulhern,0.0,19.8418
1998,Dave Galera,,19.8418
1999,Roger Bowling,0.0,35.0
2000,Peggy Morgan,,19.8418
2001,Adlan Amagov,1.0,38.0
2002,David Mitchell,0.25,32.0
2003,Martin Kampmann,0.6875,31.8571
2004,Brian Melancon,1.0,24.0
2005,Sheila Gaff,0.0,19.8418
2006,Josh Clopton,0.0,43.0
2007,Roger Gracie,,19.8418
2008,Eddie Mendez,,19.8418
2009,John Cholish,0.5,55.0
2010,Roger Hollett,0.0,26.0
2011,Azamat Gashimov,0.0,19.8418
2012,Gilbert Smith,,19.8418
2013,Collin Hart,,19.8418
2014,Jimmy Quinlan,,19.8418
2015,Pablo Garza,0.6,30.6
2016,Adam Cella,,19.8418
2017,Besam Yousef,0.0,28.0
2018,Issei Tamura,0.5,19.8418
2019,Lavar Johnson,0.6667,65.0
2020,Matt Grice,0.3333,28.3333
2021,Caros Fodor,,19.8418
2022,Brock Jardine,0.0,19.8418
2023,Jorge Santiago,0.2,12.2
2024,Motonobu Tezuka,0.0,22.0
2025,Ulysses Gomez,0.0,19.8418
2026,Jay Hieron,0.0,15.6667
2027,Milton Vieira,0.0,30.0
2028,CJ Keith,0.0,19.8418
2029,Byron Bloodworth,0.0,19.8418
2030,Shane del Rosario,0.0,32.0
2031,John Cofer,0.0,36.0
2032,Manuel Rodriguez,,19.8418
2033,Chad Griggs,0.0,19.8418
2034,Tom DeBlass,0.0,19.8418
2035,Joey Gambino,0.0,19.8418
2036,Carlo Prater,0.5,19.8418
2037,Tommy Hayden,0.0,19.8418
2038,Eiji Mitsuoka,0.0,32.0
2039,Josh Ferguson,0.0,34.0
2040,Yoislandy Izquierdo,0.0,36.0
2041,Wagner Campos,,19.8418
2042,Luis Ramos,0.0,19.8418
2043,Carlos Eduardo Rocha,0.5,19.8418
2044,Bernardo Magalhaes,0.0,28.0
2045,Pat Schilling,0.0,19.8418
2046,Chris Tickle,,19.8418
2047,Chris Saunders,,19.8418
2048,Jorge Lopez,0.0,42.0
2049,Nick Denis,1.0,19.8418
2050,Eddie Yagin,0.0,19.8418
2051,Eric Wisely,0.0,19.8418
2052,Jon Olav Einemo,0.0,34.0
2053,Stephen Bass,,19.8418
2054,Dustin Neace,,19.8418
2055,Nick Pace,0.5,24.5
2056,Shamar Bailey,0.5,34.0
2057,Paul Bradley,0.0,19.8418
2058,Matt Lucas,,19.8418
2059,Edward Faaloloto,0.0,19.8418
2060,Ricardo Romero,0.5,19.8418
2061,Donny Walker,0.0,31.0
2062,TJ O'Brien,0.0,32.0
2063,Jason Reinhardt,0.0,1.5
2064,Javier Vazquez,,19.8418
2065,Curt Warburton,0.5,45.0
2066,Tim Credeur,0.75,30.0
2067,Charlie Valencia,,19.8418
2068,Ryan Jensen,0.2857,14.2857
2069,Kyle Watson,1.0,72.0
2070,Chris Tuchscherer,0.3333,12.0
2071,Antonio Banuelos,,19.8418
2072,Gabe Ruediger,0.0,7.0
2073,Tim Hague,0.25,23.5
2074,Willamy Freire,,19.8418
2075,Amilcar Alves,0.0,19.8418
2076,Greg Soto,0.5,45.5
2077,Antonio McKee,,19.8418
2078,Aaron Wilkinson,,19.8418
2079,Tyler Toner,,19.8418
2080,Maiquel Falcao,,19.8418
2081,Goran Reljic,0.3333,26.5
2082,Alexandre Ferreira,,19.8418
2083,Mark Scanlon,,19.8418
2084,Gilbert Yvel,0.0,18.0
2085,Vinicius Queiroz,,19.8418
2086,Mark Holst,0.0,19.8418
2087,Julio Paulino,0.0,19.8418
2088,James Toney,,19.8418
2089,John Salter,0.5,7.0
2090,Steve Steinbeiss,0.0,7.0
2091,James Hammortree,,19.8418
2092,Jesse Lennox,0.5,29.5
2093,Dan Lauzon,0.0,9.0
2094,Joe Brammer,0.0,3.0
2095,Paul Daley,1.0,17.5
2096,Jonathan Goulet,0.5,9.5
2097,Renzo Gracie,,19.8418
2098,Brad Blackburn,0.75,58.75
2099,Matt Veach,0.5,9.5
2100,Mostapha Al-Turk,0.0,5.5
2101,Ronys Torres,0.0,6.0
2102,Lucio Linhares,0.0,8.0
2103,Rory Markham,0.5,4.0
2104,Paul Buentello,0.6,25.8
2105,Shannon Gugerty,0.5,10.75
2106,Chase Gormley,0.0,8.0
